,location,artist,title,song_id
3487,Denver Colorado US,Ekoostik Hookah,Loner,wn8Vb8HZ26THkoVJfxfKl
3488,Denver Colorado US,KR3TURE,Watch it Grow,mFEmTzAHJ1gzxxsCnvBKg
3489,Denver Colorado US,Big Gigantic & GRiZ,Power,nrwQEaKxkX4AHUBODKuWw
3490,Denver Colorado US,Balkan Bump,Aymo - Poldoore Remix,YZiUsDyxS8uWBUyOd04Sq
3491,Denver Colorado US,Champagne Drip,Machines Can Be Our Friends,2dYxAe79R1woCCBcangqg
3492,Denver Colorado US,Trey Anastasio,Clint Eastwood,qGY2SAUeQkS2avlVTHoTD
3493,Denver Colorado US,Decadon,Hey Bud,0iGc3gZlptjWNKNZjaEi7
3494,Denver Colorado US,Shook Twins,Window (feat. The Bucky Walters),BBtmM2svuv6CsknqJcoHo
3495,Denver Colorado US,Los Salvajes De Chihuahua,Eres Lo Que Mas Quiero,k7TCyjEL6EptSwliHZuVl
3497,Denver Colorado US,Boogie T,Reminisce,WepSLA1uxKnNanBUC7x3U
3498,Denver Colorado US,moe.,Nebraska,g6Iv6AJddkj641ufya8h4
3499,Denver Colorado US,Tauk,Friction,5VH3gIVLBlbQdwIxhhIoW
3500,Bogotá CO,The Mills,Guadalupe,7kBTLdqVxeWBVohQrqsYU
3501,Bogotá CO,La Derecha,El Puñal,cO3H592rPALlR3XoUG0P9
3502,Bogotá CO,Superlitio,Sexo Con Amor,7pK35IDidhQIDR6WORZS1
3503,Bogotá CO,La Pandilla del Rio Bravo,Con los Ojos Cerrados,6ZvjBztw2MBFC4uAWwkQs
3504,Bogotá CO,1280 Almas,Tu Sonrisa,KBEpTAJPI8U23yP8wSuEo
3505,Bogotá CO,Paola Jara,Mientes,3Lgy4ALN3EZrRuzqRwsGc
3506,Bogotá CO,Los Elefantes,Boca E' Caimán,aLvw3U1Ev3TBddL9Uuz03
3507,Bogotá CO,Flaco Flow y Melanina,La Jungla,ZPxhRTtrrWaRXMwet7QQM
3508,Bogotá CO,La Etnnia,De la Cuna al Ataud,IvOJYhT1frsjHtYQYHKhl
3509,Bogotá CO,Sanalejo,Barman,qHIcAQzAVAgGH9rxulerp
3510,Bogotá CO,Jhonny Rivera,Me Dijo Un Pajarito,iH3Hwlp919iDggltT4agZ
3511,Bogotá CO,Yan Collazo,Quiero Volver a Enamorarte,4BaSfvSJiU1gq118n863j
3512,Bogotá CO,Jhon Alex Castaño,Descarada,omM7k899nH2Dg4vNBIPz5
3513,Bogotá CO,Lion Fiah,Dancehall King,yhXa4SKAKrt5zo7AkYxl1
3514,Bogotá CO,Bonka,Tarde de Abril,DNis89p8xEKMf4JPO7Zs4
3515,Bogotá CO,Ali Aka Mind,Mi Raíz,V3AcFDUIrXZHYg6booZPW
3516,Bogotá CO,Joaquin Guiller,El Aguardiente - Remix,4VYRIMtZH0M0PcSbiJX7r
3517,Bogotá CO,Alexis Escobar,Así Es La Vida,uqdxkKji9PTToOrGDINXm
3518,Bogotá CO,La Pestilencia,Nada Me Obliga,ZgffyEDYfzRqr54XQKuF4
3519,Bogotá CO,Giovanny Ayala,Lejos de Ti,8Jjg6TYGUEQtZIw2NynM8
3520,Bogotá CO,Jessi Uribe,OK,7T1Aq7ZuMrFFF80VrRZyh
3521,Bogotá CO,Sin Animo De Lucro,El Parrandero (Version Original),lupe55Y4MglnmrOVgcWlN
3522,Bogotá CO,Juanpis Gonzalez,WTF,MhQNBzvNqJGJhqBRy8PBd
3523,Bogotá CO,Crack Family,Gaminart,KjEYmw0KaSg3uXS0GU7un
3524,Bogotá CO,Nicky Jam,El Perdón,T6Z4172Bez0AI0tZgDqsU
3525,Bogotá CO,ha$lopablito,merchopercho,nepCd8FtI5wTKeET52Leb
3526,Bogotá CO,Su Presencia,Getsemaní,Gn7x9gMOYzGFL6pGKqJBJ
3527,Bogotá CO,Katamaran,No Pasa Nada,qD60PWaXG5Wj9aZEx0qZQ
3528,Bogotá CO,LosPetitFellas,Suspense,vfHWtEY2zI274dWeRR2eI
3529,Bogotá CO,Proyecto A,Renuncio,XZ34gwFs1oOlYvwSnHRyT
3530,Bogotá CO,Tuko Cáceres,"Si Tú Quieres, Lárgate",OASCaUInvm2q1aDFybyPG
3531,Bogotá CO,Yeison Jimenez,Maldita Traga,9MgrvpZO4DF3XcaopnNgI
3532,Bogotá CO,Aerophon,Representa,PgjXVlS6uATqaJwzX9l4T
3533,Bogotá CO,Los Makenzy,Delirio,iT2KQFHJHqbyOktqLkI23
3534,Bogotá CO,Irie Kingz,Me Want Party,aHOEGEsQ6Z5synWLC9P0d
3535,Bogotá CO,Doctor Krápula,Amanece,Fld7c4UdAAYRwscxy2rSC
3536,Bogotá CO,Nicolás y los Fumadores,Bailando Triste,gJsODHdl5ju39UY1cLXjc
3537,Bogotá CO,Fernando Burbano,La Ley del Amor,nqAV0N6RFf23OUAK2XLPR
3538,Bogotá CO,Bajo Tierra,El Pobre,4ho3k9KBKsuHuSnqQpMbB
3539,Bogotá CO,Alcolirykoz,La Típica (2.018),sM2CvBHegavYx0LUCWZrx
3540,Bogotá CO,Orlando López,Háblame De Ti,BjY7ABFodnBbzvj6CYWha
3541,Bogotá CO,Alzate,Copita De Licor,Tz8tuCuqYuNJMumdZDkrt
3542,Bogotá CO,Ekhymosis,Solo,rlKLwKl8t47E8FRFMe5S0
3543,Bogotá CO,Majua,Usted Me Encanta,CSFFxXYM0EV2u6VTSqt8v
3544,Bogotá CO,El Sie7e,Ileso,zARue8xt68T0wXLFyfGiA
3545,Bogotá CO,Yoky Barrios,Amigos,Bc3rPOmAvDOQaI7ojfCiL
3546,Bogotá CO,Arelys Henao,Amante y Amigo,UvRhamcRD4kpjEFtVN2ef
3547,Bogotá CO,Fredy Burbano,Infidelidad,r7IcPdHtrWEWkkW5tl5Md
3548,Bogotá CO,SERGIO LICHT,Disculpe Usted,rO9X3WwA0Ac4xw7Ot4Kl2
3549,Bogotá CO,Rocka,Vacíate,8whMe3Giy2ubZ4XUomwAz
3550,Bogotá CO,Kraken,Lenguaje de Mi Piel,zj7VUCpaVg9ea9ymhPQOe
3551,Bogotá CO,Rap Bang Club,Never Grow Up,lb6CKw023MsHhCVadt44B
3552,Bogotá CO,Poligamia,Desvanecer - En Vivo,0N2jmDhGNdvnj3C7ri1QO
3553,Bogotá CO,Flaco Flow,El Tiki,X41Coeo5tozSDluDgHBG5
3554,Bogotá CO,Pipe Bueno,Ingrata,PooMl81RcVQNdPC2jYyIn
3555,Bogotá CO,Darío Gómez,Sobreviviré,w1oxfGb7RuXJUeo7BXIeP
3556,Bogotá CO,Aries Vigoth,Predestinación,C0gjoE4izScn9uB5AUpST
3557,Bogotá CO,TELEBIT,Ciegos Corazones (Ft. LosPetitFellas),HuVGCnfjkiZTivYLetnoQ
3558,Bogotá CO,Cejaz Negraz,Crealo Mi So,GUA71tYDtRw2odqa0rteC
3559,Bogotá CO,Espinoza Paz,Como una Pelota,iJBBQOi25f86NEurPAszB
3560,Bogotá CO,Quemarlo Todo Por Error,Ey Nena,cjsI0qu87ToxjUuOpv5ml
3561,Bogotá CO,El Charrito Negro,Pero Te Vas a Arrepentir,hK3d9R7vovTbVnzoYBbjO
3562,Bogotá CO,El Parche,"No Empiece Hvon, No Empiece Mk",mshPwj1Bv7crBOQBHLJPb
3563,Bogotá CO,Oco Yaje,De Remate,swKwWAHQDJQqgkOB39xO8
3564,Bogotá CO,Fredy Montoya,Ángel o Demonio,xtcXmR4jhWOZffOV7fwRM
3565,Bogotá CO,Seis Peatones,Con las Manos,4MYCuXvtMILOxDxCfSZGc
3566,Bogotá CO,Alerta Kamarada,Princesa,hOrP61hqhodLaVMf4CpUt
3567,Bogotá CO,Cosawena,Mientras Bailábamos,B47X8TVp2lbqoxzdCN2Ec
3568,Bogotá CO,Fernando Gil,Como Dices Tú,wUyvv2yyhvuXIRalJuIHQ
3569,Bogotá CO,Jaison Neutra,Na-Na,HWxGD3ZKaiQOhK6Cylk6R
3570,Bogotá CO,Wamba,Condenado,bLdXnlk4z2YUWcYLIkN08
3571,Bogotá CO,Charles King,El Chocho,dozo5SnIQhPq4yZAP3cUB
3572,Bogotá CO,Ciro Quiñonez,Regalada Sales Cara,8gVedJIIJx9C0LEL8je75
3573,Bogotá CO,Oh'laville,Planetas,OAr3wALlfcBz88S1oyu0z
3574,Bogotá CO,Pornomotora,Izquierdo,SvhyqpDzYVJSCz9OC74LO
3575,Bogotá CO,Mauro Castillo,Viene y Se Va,KOFm25dQCHhfMuEDNybKT
3576,Bogotá CO,Lika Nova,Manos al Fuego,iaLgMm0Y79jrPiIm13FNn
3577,Bogotá CO,Alan Ramirez,Sirvalo Pues,5gV7gvtQM2YaOihDgtwwF
3578,Bogotá CO,Herencia de Timbiqui,Sabrás,hHyZKyeoVFTPLN2lOB8vG
3579,Bogotá CO,El Gran Martín Elías,El Terremoto,rNBuwJSziqhZJqkKonR3v
3580,Bogotá CO,Jhon Onofre,Debajo del Sombrero - Llanera,z9HaFZu3DKdgUWhOZkyJW
3581,Bogotá CO,Paula Karpf,Vibra,eROUb9mSKPGXRybewgH5B
3582,Bogotá CO,Junior,Miami,FehbQbbFFfT6NLvB0uXG3
3583,Bogotá CO,APOLO 7,La Clase Que Trabaja,QggCrlh1ecSQt8p8DwXw1
3584,Bogotá CO,Mr Black El Presidente,El Matrimonio,1Fcg8nncJBF4pq3QwpL64
3585,Bogotá CO,El Sayayin,La Voladora,YgR95Ls3NR2pmaJgAGQ5S
3586,Bogotá CO,Juan Carlos Hurtado,El Amor No Tiene Edad,xXM9kUtOHpztudnunUd6b
3587,Bogotá CO,Los De Adentro,No Más,ObCX2lb4FlM1Rn9WUppst
3588,Bogotá CO,Cabas,Tanto Que Te Amo Tanto,IJ1AbbYYNqg0t876xb36I
3589,Bogotá CO,Asilo 38,Carlitos Way,zIWKwDZU8loj68URlEQAf
3590,Bogotá CO,El Afinaito,Busco Alguien Que Me Quiera,yFAfozEjcUjnG2OgN6X4S
3591,Bogotá CO,Jorge Velosa,Las Diabluras,3PsSnYyyQ6ZbexBm7p6JR
3592,Bogotá CO,elevn,Minga,ZgFA57xkUNF0obNXjo9MD
3593,Bogotá CO,The Hall Effect,Aim At Me,ikARCQo59McsTN7qWPMZh
3594,Bogotá CO,Chite,Harry Plones,rlblvQUfYWFoGcHPkBN0S
3595,Bogotá CO,Crudo Means Raw,La Mitad De La Mitad,Z2RBRyltily3OuS8qqfi0
3596,Bogotá CO,Walter Silva,Ya No le Camino Más,NpNhOJBF9gjDH1A9A07Lx
3597,Bogotá CO,Luis Alberto Posada,Me Tomas y Me Dejas,IX9wKHLAjFw1iOvsibwE9
3598,Bogotá CO,ChocQuibTown,Hasta que amanezca,GVVRtYmBUQNXys8bFxNZ5
3599,Bogotá CO,Caravanchela,Hey!,EgdnSZ6PGhSteXwgfGhHM
3600,Montreal CA,Lost,La noche,6y3TVn5oC2eh1B2J7j0kg
3601,Montreal CA,Les Louanges,DMs,2mViDUrQ36tMG0Oi8T0Oc
3602,Montreal CA,Shreez,Fouette Tes Reins,kEeLH7i3EV1xuKw0UQCjP
3603,Montreal CA,Enima,In Love,mF0QDIqvNlMNEhVqSUhnN
3604,Montreal CA,Dead Obies,Run Away,a7cFhWUMvCFh7hifNJg5n
3605,Montreal CA,Tizzo,On Fouette,dI2OSxTKUwOKoHhyUEMUZ
3606,Montreal CA,LaF,Tangerine,1n1s9T6voLZb7TzAEGmrU
3607,Montreal CA,Izzy-S,Dang,ZmN4hgPTunNW6FelHE7X8
3608,Montreal CA,Alaclair Ensemble,0 à 120,GIeYQjudLot2JuIcmDNZX
3609,Montreal CA,Dreysoul,Comment te faire comprendre,0IQgNRyQYK2nRflT4EVti
3610,Montreal CA,FouKi,All Zay,iGYRD9SP8QlJbSpL8rJJD
3611,Montreal CA,Clay and Friends,Cocomo,pCLWT1IveuzUzLu4cChjW
3612,Montreal CA,MB,Pour la vie,uMyq8MxiJlrKJAEhRiOBZ
3613,Montreal CA,Souldia,Chacun sa manière,DbppKLBsNEPh0sKiOpQcW
3614,Montreal CA,Kirouac,bixi,BaaTvGLZHZRUosJqkzkDO
3615,Montreal CA,Koriass,Lait de chèvre,X6b806m1rnpgI2Gv6MX1I
3616,Montreal CA,WHITE-B,Mode de vie,i0jcEpoGEgHvHscpOCvs8
3617,Montreal CA,White-B,Ma Zone,0RA6BKDLUdRNzWCNYPXdj
3618,Montreal CA,Salimo,Maria,WnmSTC7TaFl9xcQOPP2Lw
3619,Montreal CA,Jean Leloup,Je Joue De La Guitare,cxbjuMMqQ5P8vibr3itXn
3620,Montreal CA,Loud,SWG,V3dhSoWZtRsUjrfev5VYl
3621,Montreal CA,SB,Pour la mula,TWfkvDnVhuvDiXDaMymFu
3622,Montreal CA,Daniel Bélanger,Fous N'importe Où,Wav5Db2A0kdJDAK3mpajp
3623,Montreal CA,Pretty City,Back to Back,77bk2RrBFYGMvRuE5Xmdh
3624,Montreal CA,Kay Bandz,Henny,aoYrvjT0HcNmSfaNuBktB
3625,Montreal CA,Loud Lary Ajust,Xoxo,oskigGKTv9ryFNO5Q8AVC
3626,Montreal CA,Ryan,Slow Motion (feat. Lost),rohLnB8uVgTF0uFOVoWJH
3627,Montreal CA,Gaza,La Folle,vB2KAa8UXx5CAevLXV52M
3628,Montreal CA,Yes Mccan,Désirée (feat. Cape Tula & Yen Dough),xOBm3J2uftXOZNzkI3vEf
3629,Montreal CA,Bernard Adamus,2176,2khMXWZYiyt9Yaw3lKgz5
3630,Montreal CA,Tortoz,Mi Amor,P1O0hTsQipeMZaXvm6eW1
3631,Montreal CA,Lary Kidd,Petit Jésus,s78B9I8deCSI0mqfiqhnS
3632,Montreal CA,Lk Tha Goon,Pull up (feat. Push Cake & Bilo da Kid),cUp3G9gdndLhQRuOBEUwI
3633,Montreal CA,YH,Fanny,BcSWXxHuNPq7NVmjeNNOU
3634,Montreal CA,Corops,Dis Moi,oFBEWYPqis4mpQZB8sl4H
3635,Montreal CA,LES ANTICIPATEURS,Ouinouinouin,acM9dqJiYRmKKs1OysAzj
3636,Montreal CA,Klô Pelgag,Le sexe des étoiles,m3yY4cTIHqfqPLg69wu21
3637,Montreal CA,KBG,Essayer,QtcrlCEtNcaag5L0eiQqI
3638,Montreal CA,Hubert Lenoir,Fille de personne II,u3A43RMR8Tqrw8aYZT1Yd
3639,Montreal CA,Roxane Bruneau,Des p'tits bouts de toi (Version 2018),xf8fYrAtaZAQCTGht76DD
3640,Montreal CA,Émile Bilodeau,Ça va,0AZk0JTPGp8JDb7iWPWDd
3641,Montreal CA,Dubmatique,Soul pleureur,DKgD6CCYoDdmqvUsveE8X
3642,Montreal CA,Taktika,Un été chez nous (avec Manu),2ln8fPHV9FIzBfwXbBFsU
3643,Montreal CA,Joseph Edgar,Espionne russe,Khu8ivxbVt8xHJVfVliLU
3644,Montreal CA,Lydia Képinski,Premier juin,vnJzfR1yQXinOgFNFGdum
3645,Montreal CA,Sans Pression,Bugz Bonné,vgJwFjchkUAy7mCbsLd8w
3646,Montreal CA,Manu Militari,Peace and Love,aVk9xBsjwQMaQXJVNfIGN
3647,Montreal CA,Québec Redneck Bluegrass Project,Tsé quand ça va ben,pgUwW15tBrVcZVYrpunFY
3648,Montreal CA,Soubillz,Cest la vie,nDzpmP87QECplOn8I0L3E
3649,Montreal CA,Qualité Motel,Presque par cœur,D71GSlXmaITHEbe4oRVGx
3650,Montreal CA,Rymz,Nouvelle drogue,cPNIpetrEBPTN9sRXTzcg
3651,Montreal CA,Les Colocs,Pissiômoins,cmIgm0cRoqzaA8iZg0giu
3652,Montreal CA,Avec pas d'casque,La journée qui s'en vient est flambant neuve,g1J83dydWv0CQUixdeh8t
3653,Montreal CA,DawaMafia,Fugueuse,5dF1QwVPGpXT7FWfyxPzI
3654,Montreal CA,Les Trois Accords,Corinne,dk4MLtGzs8eml6YIzsgti
3655,Montreal CA,Les Cowboys Fringants,En berne,F6WKFxrTYBE4WlDQOUBfl
3656,Montreal CA,Jimmy Hunt,Nos corps,l8apbCCTwY4XpAjR57JW8
3657,Montreal CA,Heartstreets,By You,UO3GrvAwkFk1kCQSESTVE
3658,Montreal CA,Alexandra Streliski,Blind Vision,jkUBLg6zt008eqpJVXyxE
3659,Montreal CA,Vulgaires Machins,Compter les corps,mDh6tKtDYEkt8b1rXVTe0
3660,Montreal CA,Sir Pathétik,La fille que j'aime,oXkd3WgP4B3TvhznAMdt5
3661,Montreal CA,Random,24 heures a vivre,wYynwqwOceJE80lzcVRSt
3662,Montreal CA,Kaïn,Adam et Ève,00CSYu4rvd8cQ7JilfxhZ
3663,Montreal CA,Choses Sauvages,La valse des trottoirs,wHKODm4BO1ZXPpnxRXUY0
3664,Montreal CA,Kgoon,Goonie Gang,mzJaIQD74DasSGac9t6e0
3665,Montreal CA,Éric Lapointe,La bartendresse,UQ8kdpFZEYJ8qkpU9suVb
3666,Montreal CA,Harmonium,Pour Un Instant,0pCXoG0FfFqk2ltikjuEf
3667,Montreal CA,Demon D.O.A,Pas Chez Moi,JnMcSOKeFuHlsQI1woGzu
3668,Montreal CA,La Chicane,Calvaire,UAf8jsou67W72InevhBIH
3669,Montreal CA,Loco Locass,Libérez-Nous Des Libéraux,ABWJgnk7adGELbPCGSkzb
3670,Montreal CA,Les sœurs Boulay,Mappemonde,eqiSSn0Ve61EI4DjKyxfq
3671,Montreal CA,Fred Fortin,Oiseau,EDiMf4gdW4LerNUvYkjOW
3672,Montreal CA,Ariane Moffatt,Montréal,sczR0OFWOGd9U8tECZ47Z
3673,Montreal CA,Les BB,Tu ne sauras jamais,8Mu8RKUTFIg4h8921ofVS
3674,Montreal CA,Les Dales Hawerchuk,Dale Hawerchuk,wAzlS2BtO4rKmLdHsrPhd
3675,Montreal CA,Jay Scøtt,Coudon,tXr0oHn1ESIavyPqHK17z
3676,Montreal CA,Orloge Simard,Cabane à pêche,ezwX3FNPOpW5M79wjRqWq
3677,Montreal CA,Noir Silence,On jase de toi,SfcfFFIHL32dZIuIe9bGV
3678,Montreal CA,Charlotte Cardin,Just Like That,Y4FUkoN8LzIAeIGXFiCpe
3679,Montreal CA,Safia Nolin,La laideur,8TLg1r2ey3ZI5CUpPwFiy
3680,Montreal CA,Muzion,La Vi Ti Neg,VkvqfRzhqRfmGVH2RJuF6
3681,Montreal CA,Bob Bissonnette,Mettre du tape su' ma palette,OfPDPZ4CJxLRHLRd2YSRI
3682,Montreal CA,Saye,"Vérité hostyle (avec Mocy, Souldia & Frank Nino)",dJYmUngPOl6xadcDjyyG6
3683,Montreal CA,Gros Big,Aujourd'hui,jTZWi3sbp5BCL8tlsNns9
3684,Montreal CA,Louis-Jean Cormier,Si tu reviens,YVISWunu7CRwkRNikYubw
3685,Montreal CA,Dany Bédar,Faire la paix avec l'amour,OHLJH9WcfdsJ4IZozB92b
3686,Montreal CA,Brown Family,Nervous 2,flgYzj4xcc59TV5aXOxvo
3687,Montreal CA,Vilain Pingouin,Le train,p3O33eThnhhq1dMWlvR7M
3688,Montreal CA,Marie-Mai,Empire,SSnJldePXHeouEnXX7W7i
3689,Montreal CA,Plume Latraverse,Jonquière,xXTiWi5NtOQlMtqeTWBFo
3690,Montreal CA,Alex Nevsky,On leur a fait croire,vG6sLSHiFgTebS0TVUAjy
3691,Montreal CA,Philippe Brach,Alice,Fbzj2PettrWtvbMoicO1T
3692,Montreal CA,Beau Dommage,Le Picbois - Remastered,Qqu012a3f46ln5lW6Th7D
3693,Montreal CA,83,Québec gold,deeVRl1OuQMnCx6uTaHP5
3694,Montreal CA,Okoumé,Dis-moi pas ça,v9aoyKNPznNmB9nEmzjie
3695,Montreal CA,Karkwa,Le Pyromane,oQ5BTeDIeOE3E2JdsLuzy
3696,Montreal CA,Gerry Boulet,Un beau grand bateau,ty5ZHOH8e8bmJNKYdM1Vy
3697,Montreal CA,Anthony Gaudet,Une p'tite bière,xsqQXiNti1VXwM8L4wWdz
3698,Montreal CA,JTReal,J'roule dans la ville,0BJ8gT3S4NU55dck0yhDo
3699,Montreal CA,O.G.B,Rebondir,65iMTiSunR65ShfO0j6Nv
3700,Auckland NZ,Lee Mvtthews,Let Me Go,0by78mswca3Co1nP5KW0b
3701,Auckland NZ,Kings,6 Figures - Lee Mvtthews Remix,Z8K889N0jMQQw8cBGfvTT
3702,Auckland NZ,Cymbol,Best Friends,6GUqVnmvP28btAuvxXHPS
3703,Auckland NZ,Paces,Technique - Dan Aux Remix,KLm7c96uObF54Bm9loSNE
3704,Auckland NZ,Six60,Special,IM7W9Uj3tDepqO2Ey042W
3705,Auckland NZ,Dan Aux,Shake the Club,fHlSzn4Z5GFDBwaHRywmi
3706,Auckland NZ,Church & AP,Loud As Hell,SnF7CJWcSBIMSV0PJhrRz
3707,Auckland NZ,Bailey Wiley,Sugar (feat. MELODOWNZ),SXg01ZzKeLzWqQpaRUOKU
3708,Auckland NZ,Shapeshifter,Monarch,EFbV1t25dXy9FhKN1OIqq
3709,Auckland NZ,SACHI,Lowkey,PRBdaI8cBjjD0JVgEMEge
3710,Auckland NZ,SWIDT,Little Did She Know,OCEZITQpRRk3WcMVWNWd8
3711,Auckland NZ,k2k,We Down For,88JtA26WwJBGbygqrVH0b
3712,Auckland NZ,Bad Manners,Setting Sun,N8OPxXJlmHYrTFuoorTze
3713,Auckland NZ,Flowidus,Horizons,Utc5BQwL3pGB8s3Pf5FVZ
3714,Auckland NZ,Sons Of Zion,Leave With Me,iYwm2WzJXiJbAO1ewsEyP
3715,Auckland NZ,Stan Walker,Aotearoa (Maori Language Week 2014),LUlgNIfvL06AbnnLTriir
3716,Auckland NZ,Supergroove,Sitting Inside My Head,9rgy4OQ0G4yJMIIUNOrAj
3717,Auckland NZ,The Mt Raskil Preservation Society,Bathe in the River,VKlTdnQghO9FQbgSg3lxc
3718,Auckland NZ,Home Brew,Basketball Court,SUgCjoc1Vyx2BAckE8R9q
3719,Auckland NZ,Kora,Burning,mnffmhbK8wnQAawWX6LmW
3720,Auckland NZ,Jephy Jay,Ifeoma,2SopzB4e2Kf38v14gXFQ8
3721,Auckland NZ,POETIK,For My City,uABm8K0ORTi0XSh5s4ESh
3722,Auckland NZ,Omni Potent,T's & C's - Prod. Baccyard & Joshxblair,qiSNl5aAaOGiSZmNaOsCa
3723,Auckland NZ,The Exponents,Victoria - Single Version,InFxJ4kqjgd4H2qjSTRJ3
3724,Auckland NZ,Louis The Child,Better Not (feat. Wafia) - Montell2099 Remix,evUVHbH6DoC54BPE5Dfav
3725,Auckland NZ,Ardijah,Silly Love Songs,Jrqo9GSM9tLdKMH4fwP0K
3726,Auckland NZ,Ladi6,Like Water,kOm5B6Ckeym17Hj7hdVns
3727,Auckland NZ,Netherworld Dancing Toys,For Today,RmH8l25MF8aEzao9n9kP4
3728,Auckland NZ,IllBAZ,Red Wine,MzmUxYkp5nCcjw57v8SED
3729,Auckland NZ,Ché-Fu,Misty Frequencies,dt8NIkwXx7ZMJFmMDpbhb
3730,Auckland NZ,Drax Project,Cold,rtEWD9LFvDNRu4a6gcoeq
3731,Auckland NZ,Jetski Safari,Like a Lie,C4wPlnD6N8vS9N49rW5PA
3732,Auckland NZ,Goldenhorse,Maybe Tomorrow,dKBciiDte4u4p3GOchRKw
3733,Auckland NZ,Dezine,Mami Te Quiero,usa6NYhxOKtksQKXyO2n0
3734,Auckland NZ,Orbital,Attached,AWuOdjDP09zU0DHu45aK0
3735,Auckland NZ,Deach,Work It Out,V5gaqCK1rM5thQDovkAOg
3736,Auckland NZ,The Mutton Birds,Dominion Road,KzZWO3U2pxYVvJwpgOiIv
3737,Auckland NZ,Konecs,Stronger,gJXmRT1nWSTSNgLZsEmaa
3738,Auckland NZ,Opshop,One Day,UsymF7Xt9BETqVIESkNQ7
3739,Auckland NZ,Hello Sailor,Gutter Black,kuRewsgcS9h7FI829oLWA
3740,Auckland NZ,Goodshirt,Sophie,K6jg5ekcNNw66KDEMvLiO
3741,Auckland NZ,Salmonella Dub,Love Your Ways,QFkWsyindrt0Y5Ea2KU7i
3742,Auckland NZ,The Yandall Sisters,Sweet Inspiration,hsXIT95eh3nEyXZK4Rn3I
3743,Auckland NZ,When The Cats Away,Melting Pot,56TBz1iKJh4ppGCwfv7h1
3744,Auckland NZ,King Kapisi,Screems From Da Old Plantation,DPMqbabMHKm8bN04arwK8
3745,Auckland NZ,Nesian Mystik,For the People,1AXsgpHP8R1QWzFZRWZJk
3746,Auckland NZ,Herbs,Long Ago,NxGngqV89UZXiiA6eQjjC
3747,Auckland NZ,Onetox,Early Morning,PLFCu8mKxbiJ7WK27vRFK
3748,Auckland NZ,Cyantific,Wild Child,ae7I5ixQyDXRmQPfOJcTv
3749,Auckland NZ,Th' Dudes,Be Mine Tonight,rQfpOyX6Tj1dpQ10toy4H
3750,Auckland NZ,P-Money,Everything,ooI3PFJt5OgQt8JUCroaU
3751,Auckland NZ,the feelers,Venus - 2015 Remastered Version,y2zQSKsTf8I86IveRCtXD
3752,Auckland NZ,Peach Milk,Master Chief,gqynYbFwtGxF9COMkfiEV
3753,Auckland NZ,Pūkana,Maimoatia,yYlGqIB3oLLzi6ZVWkZWN
3754,Auckland NZ,Hiiata TeAmo,Vino Para Mi,OMF1MkZ4mxnCpXXS16N8b
3755,Auckland NZ,Fat Freddy's Drop,Wandering Eye,mXmFt5FD3ejwWvhZ6yj1T
3756,Auckland NZ,Breaks Co-Op,The Otherside,uhX74XXrtgexmBMgo8Yre
3757,Auckland NZ,Brother Love,Ruketekete Te Mamae / Ever Loved A Women,iAdRb0TLjKsUKqXSdYMuu
3758,Auckland NZ,David Guetta,Don't Leave Me Alone (feat. Anne-Marie) - David Guetta Remix,jkieB6dmuAwmO0BKMBOG6
3759,Auckland NZ,L.A.B.,Starry Eyes,8xH2AxeyFjJ1o7vWKqUrt
3760,Auckland NZ,The Black Seeds,Cool Me Down,L6SYAMCVP5RTy1AWYAI82
3761,Auckland NZ,1814,Morning Star,pLzSXCyl7OUshxK7PqIln
3762,Auckland NZ,Makaira Berry,Tōrea,eLHscUKEegz4VqiE5yZDq
3763,Auckland NZ,Dane Rumble,Cruel [Non-Rap Version],yVdFruRToMWDGE432bW5G
3764,Auckland NZ,Tiki Taane,Always on My Mind,9cxRMqCzpYNU4wXcMj8jA
3765,Auckland NZ,Dave Dobbyn,Welcome Home,NTPWft1p62g0fBHkngL2Z
3766,Auckland NZ,Maisey Rika,Tangaroa Whakamautai,HYyYPO3M2V2gaXZuRTOQk
3767,Auckland NZ,Patea Maori Club,Poi E,L50tevLWdfl4KZxjj8oId
3768,Auckland NZ,Smashproof,Brother,ElJhqsKwalSw8ACf72J3Q
3769,Auckland NZ,Swiss,Where Do We Go?,2OzKKnQ8FxcK86pzEHfAR
3770,Auckland NZ,Maimoa,Kawea,LPAjqsxMKiZrCtVJWHItF
3771,Auckland NZ,Rob Ruha,Kalega,9f6xjXy15QtKdcbXVVrnJ
3772,Auckland NZ,MELODOWNZ,8ight 2wenty 8ight,aE6JjzbUbKbsZn3wBNOk1
3773,Auckland NZ,Tomorrow People,Don't Wanna Fight It,noOd1oeH1UQaVI5JwNcp4
3774,Auckland NZ,Blindspott,Phlex,3axB9v55YgzjxLM55YcjL
3775,Auckland NZ,Sweet & Irie,Feels Like Magic,Ohkq2xdLHkOnrNRV4tztg
3776,Auckland NZ,Aaradhna,Forever Love,g2dLzb04Pxa4lOh3kmeFV
3777,Auckland NZ,KLOE,Teenage Craze - SACHI Remix,tUamcC8F9eEJ4TdOGUg3H
3778,Auckland NZ,The Mint Chicks,Crazy? Yes! Dumb? No! - 2016 Remastered,iw12ywpdivcjCeGL3rSAH
3779,Auckland NZ,Elemeno P,Verona,NuuiITpvYuNMc6WXemAUX
